From,To,type
fig_peterpan,mv_ralphbrk,4
fig_peterpan,mv_rtneverl,2
fig_pheas,mv_bambi,3
fig_pheas,mv_foxho,3
fig_pigeons,mv_bolt,3
fig_pigeons,mv_tang,3
fig_piglet,mv_heffalump,2
fig_piglet,mv_lands,2
fig_piglet,mv_mapooh,2
fig_piglet,mv_pigbm,2
fig_piglet,mv_ralphbrk,4
fig_piglet,mv_tiggermv,2
fig_pincoach,mv_pinocchio,2
fig_pinecone,mv_planefr,2
fig_pinocchio,mv_alad,3
fig_pinocchio,mv_gepetto,2
fig_pinocchio,mv_monster,4
fig_pinocchio,mv_pinocchio,2
fig_pinocchio,mv_tang,4
fig_pinocchio,mv_tang,3
fig_pinocchio,mv_teapet,3
fig_pinocchio,mv_whofrrr,2
fig_pinocchio,mv_wondersdeep,3
fig_piratecrew,mv_rtneverl,2
fig_piring,mv_gepetto,2
fig_pjgoof,mv_goofy,2
fig_plane,mv_monsters,2
fig_plaza,mv_coco,4
fig_plikli,mv_lands,2
fig_poca,mv_alad2,3
fig_poca,mv_housemouse,3
fig_poca,mv_liki2,4
fig_poca,mv_poca,2
fig_poca,mv_poca2,2
fig_poca,mv_ralphbrk,3
fig_pochop,mv_doug,2
fig_policeman,mv_ichtoad,2
fig_policemanlady,mv_lattr,2
fig_pomp,mv_ratatou,2
fig_pongo,mv_101dal61,2
fig_pongo,mv_olicomp,3
fig_popaemcee,mv_goofy,2
fig_pophen,mv_tgoodi,2
fig_popig,mv_whofrrr,2
fig_porcorsa,mv_cars2,4
fig_porcorsa,mv_planes,4
fig_porcupine,mv_bambi2,3
fig_porcupine,mv_foxho,2
fig_port,mv_piratefair,2
fig_preboy,mv_teapet,2
fig_preric,mv_tlmm,2
fig_prfbuon,mv_gepetto,2
fig_princejohn,mv_rhood,2
fig_princephilipp,mv_tsby,2
fig_princess,mv_101dal61,2
fig_princharming,mv_cind,2
fig_principalprly,mv_recess,2
fig_princmazur,mv_goofy,2
fig_princstckler,mv_teapet,2
fig_prjas,mv_alad,2
fig_prjas,mv_alad19,2
fig_prjas,mv_alad2,2
fig_prjas,mv_emojii,4
fig_prjas,mv_housemouse,3
fig_prjas,mv_housemouse,3
fig_prjas,mv_jafar,2
fig_prjas,mv_ladnight,3
fig_prjas,mv_liki2,4
fig_prjas,mv_ralphbrk,2
fig_prjas,mv_sofia,3
fig_prnaveen,mv_tpatf,2
fig_procutor,mv_ichtoad,2
fig_profbuzzo,mv_monstersuni,2
fig_professor,mv_lattr,2
fig_profragan,mv_olicomp,4
fig_profragan,mv_tgmouse,2
fig_pscho,mv_whofrrr,2
fig_pshown,mv_lands,2
fig_ptfl,mv_abuli,2
fig_pttp,fig_scarprepared,4
fig_pttp,mv_101dal61,2
fig_puki,mv_planefr,2
fig_pumbaa,mv_hbnd,4
fig_pumbaa,mv_jungle2,3
fig_pumbaa,mv_liki,2
fig_queenclarion,mv_piratefair,2
fig_queenclarion,mv_secotw,2
fig_queenclarion,mv_tinkerlnb,2
fig_queengrimhilde,mv_snow,2
fig_queenie,mv_101dal61,2
fig_queenleah,mv_tsby,2
fig_queenofhearts,mv_alice,2
fig_quizmaster,mv_101dal61,2
fig_r2d2,mv_ralphbrk,3
fig_r2d2,mv_starwars,2
fig_rabbit,mv_heffalump,2
fig_rabbit,mv_mapooh,2
fig_rabbit,mv_pigbm,2
fig_rabbit,mv_ralphbrk,4
fig_rabbit,mv_tiggermv,2
fig_ram,mv_tgoodi,2
fig_rama,mv_jungle,2
fig_ramone,mv_cars,2
fig_ranboggs,mv_monstersuni,2
fig_ranjan,mv_jungle2,2
fig_ranjanfather,mv_jungle2,2
fig_rapfryingpan,mv_ralphbrk,4
fig_rapfryingpan,mv_tang,4
fig_rapunzel,mv_frozen,3
fig_rapunzel,mv_heffalump,3
fig_rapunzel,mv_rapunzel,2
fig_rat_ladytrump,mv_alad,3
fig_rat_ladytrump,mv_lattr,3
fig_ratty,mv_ichtoad,2
fig_ray,mv_nemo,2
fig_rc,mv_toyst,3
fig_rc,mv_toyst2,3
fig_rc,mv_toyst3,3
fig_rc,mv_toyst4,3
fig_rcall,mv_bh6,2
fig_rclements,di_rocl,6
fig_rclements,mv_alad,3
fig_rclements,mv_hercules,3
fig_rclements,mv_moana,4
fig_rclements,mv_moana,3
fig_rclements,mv_tlmm,3
fig_rclements,mv_tpatf,3
fig_rclements,mv_treasurepl,3
fig_rclements,pr_rocl,7
fig_rclements,wr_rocl,8
fig_red,mv_cars,2
fig_reflux,mv_inc,2
fig_remy,mv_inout,4
fig_remy,mv_ratatou,2
fig_rex,mv_toyst,2
fig_rex,mv_toyst2,2
fig_rex,mv_toyst3,2
fig_rex,mv_toyst4,2
fig_rickdicker,mv_inc,2
fig_rigger,mv_rhood,2
fig_ril,mv_dory,3
fig_ril,mv_inout,2
fig_rildad,mv_inout,2
fig_rilmom,mv_inout,2
fig_ripsliger,mv_planes,2
fig_riscott,mv_cars,2
fig_rkmaroon,mv_whofrrr,2
fig_robin,mv_tinkerlnb,2
fig_robinhood,mv_rhood,2
fig_rochelle,mv_planes,2
fig_rocketraccoon,mv_guards,2
fig_rocketraccoon,mv_ralphbrk,3
fig_rocrsuher,mv_doug,2
fig_rodcliffe,mv_101dal61,2
fig_rodcliffe,mv_olicomp,3
fig_roflaParr,mv_inc,2
fig_roklotz,mv_doug,2
fig_rolly,mv_101dal61,2
fig_ronno,mv_bambi2,2
fig_roo,mv_heffalump,2
fig_roo,mv_mapooh,2
fig_roo,mv_pigbm,2
fig_roo,mv_ralphbrk,3
fig_roo,mv_tiggermv,2
fig_roper,mv_planes,2
fig_ropoclo,mv_monsters,4
fig_ropoclo,mv_toyst,2
fig_ropoclo,mv_toyst2,4
fig_ropoclo,mv_toyst3,4
fig_rorabbit,mv_whofrrr,2
fig_ros,mv_abuli,2
fig_rosetta,mv_piratefair,2
fig_rosetta,mv_secotw,2
fig_rosetta,mv_tinkerlnb,2
fig_rothemouse,mv_aristo,2
fig_rotwsky,mv_cars,2
fig_rover,mv_101dal61,2
fig_roxanne,mv_goofy,2
fig_roz,mv_monstersuni,2
fig_rudder,mv_dory,2
fig_rufus,mv_resc,2
fig_ruseze,mv_cars,2
fig_russ,mv_up,2
fig_sad,mv_inout,2
fig_salcarrera,mv_cars,2
fig_sanfranokyo,mv_bh6,4
fig_sanfranokyo,mv_ralphbrk,2
fig_sanfranokyo,mv_zoo,4
fig_sarge,mv_inout,2
fig_sargeant,mv_cars,2
fig_sasha,mv_mmmus,2
fig_scar,mv_hercules,4
fig_scar,mv_liki,2
fig_scarprepared,mv_liki,2
fig_scatcat,mv_aristo,2
fig_scenejungle,mv_jungle,4
fig_scenejungle,mv_resc,4
fig_scenestreet,mv_lattr,4
fig_scenestreet,mv_resc,4
fig_scents,mv_101dal61,4
fig_scents,mv_ratatou,2
fig_scottbbles,mv_piratefair,2
fig_scottbbles,mv_secotw,2
fig_scottbbles,mv_tinkerlnb,2
fig_scottleady,mv_teapet,2
fig_scottsquibbles,mv_monstersuni,2
fig_scribble,mv_tinkerlnb,2
fig_scud,mv_toyst,2
fig_sculmaid,mv_swits,2
fig_scuttle,mv_tlmm,2
fig_sdflower,mv_moana,4
fig_sdflower,mv_tang,4
fig_sebastian,mv_alad,3
fig_sebastian,mv_tlmm,2
fig_secofinrior,mv_planefr,2
fig_sed,mv_secotw,2
fig_sertibbs,mv_101dal61,2
fig_sgtcal,mv_ralphbrk,2
fig_shami,mv_101dal61,2
fig_shel,mv_nemo,2
fig_shelfort,mv_walle,2
fig_sheofnoham,mv_rhood,2
fig_sherekhan,mv_jungle,2
fig_sherekhan,mv_jungle2,2
fig_sheriff,mv_cars,2
fig_sherwoopri,mv_abuli,3
fig_sherwoopri,mv_cars,3
fig_sherwoopri,mv_coco,3
fig_sherwoopri,mv_toyst,2
fig_sherwoopri,mv_toyst2,2
fig_sherwoopri,mv_toyst3,2
fig_sherwoopri,mv_toyst4,2
fig_sherwoopri,mv_toysttf,2
fig_shibbles,mv_monstersuni,2
fig_shiparendelle,mv_bh6,4
fig_shiparendelle,mv_frozen,4
fig_shungon,mv_aristo,3
fig_si,mv_lattr,2
fig_siggio,mv_gepetto,2
fig_simba,mv_goofy,2
fig_simba,mv_liki,2
fig_simba,mv_liki2,2
fig_singerresc,mv_resc,2
fig_sirbart,mv_swits,2
fig_sirector,mv_swits,2
fig_sirhiss,mv_rhood,2
fig_sirkay,mv_swits,2
fig_sirpenore,mv_swits,2
fig_sis,mv_rhood,2
fig_skene,mv_doug,2
fig_skey,mv_planes,2
fig_skny,mv_dumbo,2
fig_skpy,mv_rhood,2
fig_sleebook,mv_tang,2
fig_sleebook,mv_tsby,2
fig_sleepy,mv_snow,2
fig_slim,mv_hotr,2
fig_slindog,mv_toyst,3
fig_slindog,mv_toyst2,3
fig_slindog,mv_toyst3,3
fig_slindog,mv_toyst4,3
fig_slindog,mv_toysttf,3
fig_slitly,mv_rtneverl,2
fig_slug,mv_monstersuni,2
fig_slush,mv_secotw,2
fig_smarty,mv_whofrrr,2
fig_smitty,mv_monsters,2
fig_smokey,mv_cars,2
fig_sneezy,mv_snow,2
fig_snwhite,mv_ralphbrk,3
fig_snwhite,mv_snow,2
fig_sonia,mv_mmmus,3
fig_spaghetti,mv_101dal61,4
fig_spaghetti,mv_lattr,4
fig_sparky,mv_planefr,2
fig_sparky,mv_planes,2
fig_sphillips,mv_toyst,2
fig_spinwheel,mv_tang,4
fig_spinwheel,mv_tsby,4
fig_spke,mv_piratefair,2
fig_spke,mv_secotw,2
fig_splody,mv_lands,2
fig_splodylow,mv_bh6,4
fig_splodylow,mv_lands,4
fig_spot,mv_tgoodi,2
fig_spotman,mv_teapet,2
fig_spotty,mv_101dal61,2
fig_squirt,mv_dory,2
fig_stacey,mv_goofy,2
fig_stan,mv_dory,2
fig_stanlee,fig_marvcom,4
fig_stanlee,mv_ralphbrk,3
fig_stanley,mv_cars,2
fig_stanwife,mv_dory,2
fig_stegorus,mv_fant,3
fig_stegorus,mv_fant2,3
fig_steling,mv_cars,2
fig_stesom,mv_101dal61,2
fig_stinpete,mv_toyst2,2
fig_stitch,mv_bh6,4
fig_stitch,mv_bh6,4
fig_stitch,mv_brbear,3
fig_stitch,mv_lands,2
fig_stitch,mv_treasurepl,4
fig_stoard,mv_piratefair,2
fig_stormtroopers,mv_ralphbrk,3
fig_stormtroopers,mv_starwars,3
fig_stromboli,mv_gepetto,2
fig_stromboli,mv_pinocchio,2
fig_strweat,mv_cars,2
fig_stupid,mv_whofrrr,2
fig_sully,mv_brave,4
fig_sully,mv_cars,3
fig_sully,mv_monsters,2
fig_sully,mv_monstersuni,2
fig_sultan,mv_alad,2
fig_sunfish,mv_dory,2
fig_sunny,mv_inout,4
fig_sunny,mv_toyst3,4
fig_surush,mv_wir,2
fig_sven,mv_frozen,2
fig_sven,mv_moana,3
fig_swordits,mv_swits,3
fig_swtea,mv_cars,2
fig_sylester,mv_whofrrr,2
fig_synrome,mv_inc,2
fig_tad,mv_nemo,2
fig_tagalng,mv_rhood,2
fig_talab,mv_ratatou,2
fig_tangmov,mv_tang,4
fig_tangmov,mv_tpatf,4
fig_tangmov,mv_zoo,4
fig_tape,mv_brave,4
fig_tape,mv_cars2,4
fig_taran,mv_blcaul,3
fig_tedogcaer,mv_lattr,2
fig_teendory,mv_dory,2
fig_teengers,mv_mmmus,3
fig_telanncer,mv_101dal61,2
fig_ternce,mv_piratefair,2
fig_terper,mv_monstersuni,2
fig_terri,mv_monstersuni,2
fig_tettitatti,mv_mmmus,3
fig_texnoco,mv_cars,2
fig_thabi,mv_monsters,2
fig_thadtoad,mv_ichtoad,3
fig_thadtoad,mv_whofrrr,3
fig_thamada,mv_bh6,2
fig_thebear,mv_foxho,2
fig_thebee,mv_pigbm,2
fig_theblrd,mv_alice,3
fig_theblrd,mv_bambi,3
fig_thecaenter,mv_alice,2
fig_thedogwagon,mv_lattr,4
fig_thedogwagon,mv_tgmouse,4
fig_thedoknob,mv_alice,4
fig_thegshanti,mv_jungle,2
fig_thegshanti,mv_jungle2,2
fig_theheadhorse,mv_batb,3
fig_theheadhorse,mv_ichtoad,2
fig_thehornkingmen,mv_blcaul,2
fig_thehundogs,mv_bambi,3
fig_thehundogs,mv_ichtoad,3
fig_thehunman,mv_snow,2
fig_theking,mv_cind,2
fig_theking,mv_tlmm,3
fig_thelostboy,mv_ppan,2
fig_themacarpet,mv_alad,3
fig_themacarpet,mv_hbnd,4
fig_themacarpet,mv_tpatf,4
fig_themamirror,mv_snow,2
fig_themb,mv_fant2,4
fig_themb,mv_tang,4
fig_thepirates,mv_ppan,2
fig_theprince,mv_snow,2
fig_theringster,mv_dumbo,2
fig_therose,mv_alice,2
fig_thevulturesjungle,mv_jungle,3
fig_thevulturesjungle,mv_jungle2,3
fig_thevulturessnow,mv_funff,3
fig_thevulturessnow,mv_snow,3
fig_thewalrus,mv_alice,2
fig_theyeti,mv_monstersuni,2
fig_thomalley,mv_aristo,3
fig_thor,mv_abuli,2
fig_thum,mv_bambi,2
fig_thum,mv_bambi2,2
fig_thummom,mv_bambi2,2
fig_thumsis,mv_bambi2,2
fig_thun,mv_tgoodi,2
fig_tiacars,mv_cars,2
fig_tiacars,mv_cars2,2
fig_tiana,mv_ralphbrk,3
fig_tiana,mv_tpatf,2
fig_tiarosi,mv_coco,2
fig_tiavict,mv_coco,2
fig_tictoccrocdile,mv_goofy,4
fig_tictoccrocdile,mv_ppan,2
fig_tictoccrocdile,mv_rtneverl,4
fig_tigger,mv_heffalump,2
fig_tigger,mv_lands,4
fig_tigger,mv_mapooh,2
fig_tigger,mv_mapooh,2
fig_tigger,mv_pigbm,2
fig_tigger,mv_tiggermv,2
fig_tiggermv,mv_heffalump,4
fig_tiggermv,mv_tiggermv,1
fig_tilily,mv_ppan,2
fig_timon,mv_jungle2,3
fig_timon,mv_liki,2
fig_timon,mv_liki2,2
fig_timoqmouse,mv_dumbo,2
fig_tinkerbell,mv_bedtime,2
fig_tinkerbell,mv_blcaul,3
fig_tinkerbell,mv_piratefair,2
fig_tinkerbell,mv_ppan,2
fig_tinkerbell,mv_ralphbrk,3
fig_tinkerbell,mv_secotw,2
fig_tinkerbell,mv_tinkerlnb,2
fig_tjeiler,mv_recess,2
fig_tmater,mv_cars,2
fig_toby,mv_rhood,2
fig_tod,mv_foxho,2
fig_tomland,mv_mtr,2
fig_tony,mv_lattr,2
fig_tonyridinger,mv_inc,2
fig_totoco,mv_toyst3,2
fig_toughy,mv_lattr,2
fig_toulouse,mv_aristo,2
fig_towser,mv_101dal61,2
fig_tract,mv_cars,2
fig_tramp,mv_101dal61,3
fig_tramp,mv_lattr,2
fig_trex,mv_fant,3
fig_trex,mv_fant2,3
fig_triodelrio,mv_thrcab,3
fig_trusty,mv_lattr,3
fig_trusty,mv_olicomp,3
fig_ttrex,mv_monsters,4
fig_ttrex,mv_mtr,2
fig_ttrex,mv_walle,4
fig_ttrex,mv_wir,4
fig_tugduck,mv_lands,4
fig_tugduck,mv_tugduck,2
fig_tujustrsign,mv_ralphbrk,4
fig_tujustrsign,mv_zoo,4
fig_turbo,mv_turbo,2
fig_tvannouncer,mv_resc,2
fig_tweebird,mv_whofrrr,2
fig_tweedee,mv_alice,2
fig_tweedum,mv_alice,2
fig_twins,mv_rtneverl,2
fig_underminer,mv_inc,2
fig_unwaldo,mv_aristo,3
fig_ursula,mv_tlmm,2
fig_usher,mv_inc,2
fig_valibullets,mv_whofrrr,2
fig_vidia,mv_piratefair,2
fig_vidia,mv_secotw,2
fig_vidia,mv_tinkerlnb,2
fig_vilasalle,mv_foxho,2
fig_vilasalle,mv_recess,2
fig_vioparr,mv_inc,2
fig_vixey,mv_foxho,3
fig_vladimir,mv_tang,2
fig_vladimir,mv_wir,3
fig_vsch,mv_ralphbrk,2
fig_vsch,mv_wir,2
fig_walle,mv_friendrat,3
fig_walle,mv_walle,2
fig_waltdisney,mv_salam,2
fig_wardrobe,mv_batb,4
fig_wardrobe,mv_tang,4
fig_wasabi,mv_bh6,2
fig_weeding,mv_brave,2
fig_wendydling,mv_ppan,2
fig_wendydling,mv_rtneverl,2
fig_whirab,mv_alice,2
fig_windlifter,mv_planefr,2
fig_winifred,mv_jungle,2
fig_winnie,mv_planefr,2
fig_winniethepooh,mv_heffalump,2
fig_winniethepooh,mv_mapooh,2
fig_winniethepooh,mv_pigbm,2
fig_winniethepooh,mv_ralphbrk,4
fig_winniethepooh,mv_tiggermv,2
fig_winst,mv_bh6,2
fig_withegiant,mv_funff,3
fig_withewhale,mv_mmmus,3
fig_witweed,mv_doug,2
fig_wolfmakemusic,mv_mmmus,3
fig_wolfthesword,mv_swits,2
fig_woody,mv_mtr,3
fig_woody,mv_toyst,2
fig_woody,mv_toyst2,2
fig_woody,mv_toyst3,2
fig_woody,mv_toyst4,2
fig_woodywooder,mv_whofrrr,2
fig_wreckitralph,mv_bh6,4
fig_wreckitralph,mv_moana,4
fig_wreckitralph,mv_ralphbrk,
fig_wreckitralph,mv_wir,2
fig_wreckralphcover,mv_bh6,4
fig_wreckralphcover,mv_wir,4
fig_wreckralphcover,mv_zoo,4
fig_yang,mv_piratefair,2
fig_yaya,mv_thrcab,3
fig_yoda,mv_ralphbrk,3
fig_yoda,mv_starwars,2
fig_yosesam,mv_whofrrr,2
fig_youarlo,mv_tgoodi,2
fig_youcoco,mv_coco,2
fig_youguf,mv_brave,2
fig_youmac,mv_brave,2
fig_youngdori,mv_dory,2
fig_zarina,mv_piratefair,2