id,name,vtype,prod,year,gross
mv_ironman,Iron Man,1,4,2008,585.200.000 
mv_jafar,The Return of Jafar,1,2,1994,0 
mv_jampch,James and the giant Peach,1,1,1996,28.946.127 
mv_jjatt,Jack-Jack-Attack,1,3,2005,0 
mv_jungle,The Jungle Book,1,8,1967,205.843.612 
mv_jungle2,The Jungle Book 2,1,2,2003,135.700.000 
mv_kinhrts,Kingdom Hearts,99,99,2002,0 
mv_ladnight,Ladies Night,1,2,2002,0 
mv_lands,Lilo & Stitch,1,2,2002,273.100.000 
mv_lands2,Lilo & Stitch 2,1,2,2005,0 
mv_lattr,Lady and the Tramp,1,8,1955,187.000.000 
mv_liki,The Lion King,1,2,1994,968.500.000 
mv_liki2,The Lion King 1/1/2,1,2,2004,0 
mv_looney,Looney Tunes,1,99,1929,0 
mv_luxo,Luxo Jr.,1,3,1986,0 
mv_mapooh,The many Adventures of Winnie the Pooh,1,8,1977,0 
mv_merpop,Merry Poppins,1,1,1964,102.272.727 
mv_mmmus,Make mine Music,1,1,1946,3.275.000 
mv_moana,Moana (Film),1,2,2016,643.300.000 
mv_monster,The Monster of Phineas-n-Ferbenstein,1,2,2008,0 
mv_monsters,"Monsters, Inc.",1,3,2001,577.400.000 
mv_monstersuni,Monsters University,1,3,2013,744.200.000 
mv_mtr,Meet the Robinsons,1,2,2007,169.300.000 
mv_mulan,Mulan (Film),1,1,1998,304.320.254 
mv_muppets,The Muppets,1,99,1979,0 
mv_musketeers,The Three Musketeers,1,2,2004,0 
mv_nbchr,Nightmare before Christmas,1,6,1993,76.200.000 
mv_nemo,Finding Nemo,1,3,2003,940.300.000 
mv_olicomp,Oliver and Company,1,2,1988,74.151.346 
mv_oswald,Oswald the Lucky Rabbit (Film),1,99,1927,0 
mv_ouach,Mickey's Once upon a Christmas,1,2,1999,0 
mv_paperman,Paperman,1,2,2012,0 
mv_pigbm,Piglet's Big Movie,1,2,2003,62.900.000 
mv_pinocchio,Pinocchio (Film),1,8 oder 2?,1940,84.200.000 
mv_piratefair,The Pirate Fairy,1,2,2014,64.900.000 
mv_planefr,Planes: Fire & Rescue,1,2,2014,151.400.000 
mv_planes,Planes,1,2,2013,239.300.000 
mv_poca,Pocahontas 1,1,2,1995,346.100.000 
mv_poca2,Pocahontas 2,1,2,1998,0 
mv_ppan,Peter Pan (Film),1,8,1953,87.404.651 
mv_ppanret,Peter Pan Returns,1,8,1996,0 
mv_presto,Presto,1,4,2008,0 
mv_ralphbrk,Ralph Breaks the Internet,1,2,2018,529.300.000 
mv_rapunzel,Rapunzel,1,1,1984,0 
mv_ratatou,Ratatouille,1,3,2007,620.700.000 
mv_recess,Recess: School's Out,1,2,2001,44.500.500 
mv_redsdr,Red's Dream,1,4,1987,0 
mv_resc,The Rescuers,1,8,1977,169.000.000 
mv_resc2,The Rescuers Down Under,1,1,1990,47.431.461 
mv_rhood,Robin Hood (Film),1,8,1973,32.056.467 
mv_rtneverl,Return to Never Land,1,2,2002,109.000.000 
mv_salam,Saludos Amigos,1,1,1942,1.135.000 
mv_secotw,Secret of the Wings,1,2,2012,67.500.000 
mv_simpsons,Simpsons,1,99,1989,0 
mv_snow,Snow White and the Seven Dwarfs,1,1,1937,1.700.000.000 
mv_sofia,Sofia the First,1,2,2012,0 
mv_starwars,Star Wars,1,5,1977,460.998.007 
mv_stbtwl,Steamboat Willie,1,1,1928,0 
mv_stitch,Stitch! The Movie,1,2,2003,0 
mv_swits,The Sword in the Stone,1,8,1963,22.182.353 
mv_tang,Tangled,1,2,2010,591.800.000 
mv_tarzan,Tarzan,1,2,1999,448.200.000 
mv_teapet,Teacher’s Pet,1,2,2004,6.500.000 
mv_tgmouse,The Great Mouse Detective,1,1,1986,38.700.000 
mv_tgoodi,The Good Dinosaur,1,3,2015,332.200.000 
mv_thrcab,The Three Caballeros,1,1,1944,33.550.000 
mv_tiggermv,The Tigger Movie (Film),1,2,2000,96.200.000 
mv_tinkerlnb,Tinker Bell and the Legend of the NeverBeast,1,2,2015,31.200.000 
mv_tlmm,The Little Mermaid,1,2,1989,211.300.000 
mv_tlmm2,The little Mermaid II,1,2,2000,0 
mv_toaster,The Breave little Toaster,1,1,1987,2.300.000 
mv_toyst,Toy Story,1,3,1995,373.600.000 
mv_toyst2,Toy Story 2,1,3,1999,497.400.000 
mv_toyst3,Toy Story 3,1,3,2010,1.067.000.000 
mv_toyst4,Toy Story 4,1,3,2019,1.018.000.000 
mv_toystterr,Toy Story of Terror,1,3,2013,0 
mv_toysttf,Toy Story That Time Forgot,1,3,2014,0 
mv_tpatf,The Princess and the Frog,1,2,2009,271.000.000 
mv_treasurepl,Treasure Planet,1,1,2002,109.578.115 
mv_tsby,Sleeping Beauty,1,2,1959,51.600.000 
mv_tuach,Mickey's Twice upon a Christmas,1,1,2004,0 
mv_tugduck,The Ugly Duckling,1,2,1939,0 
mv_turbo,Turbo (Film),1,99,2013,282.570.682 
mv_up,Up,1,3,2009,735.100.000 
mv_walle,Wall-E (Film),1,3,2008,533.300.000 
mv_whofrrr,Who Framed Roger Rabbit,1,6,1988,329.800.000 
mv_wild,The Wild,1,2,2006,102.338.515 
mv_wir,Wreck it Ralph,1,2,2012,471.200.000 
mv_wisehen,The Wise Little Hen,1,1,1934,0 
mv_wondersdeep,Wonders of the Deep,1,99,2015,0 
mv_zoo,Zootopia,1,2,2016,1.024.000.000 
pr_abar,Avi Arad,8,,,
pr_adsa,Adam Sandler,8,,,
pr_alab,Allison Abbate,8,,,
pr_alde,Alice Dewey,8,,,
pr_aldego,Alice Dewey Goldstone,8,,,
pr_alza,Alan Zaslove,8,,,
pr_andy,Angi Dyste,8,,,
pr_angu,Andrew Gunn,8,,,
pr_arar,Ari Arad,8,,,
pr_arst,Art Stevens,8,,,
pr_befl,Beau Flynn,8,,,
pr_besha,Ben Sharpsteen,8,,,
pr_biwa,Bill Walsh,8,,,
pr_boar,Bonnie Arnold,8,,,
pr_boga,Bobs Gannaway,8,,,
pr_boha,Bob Hathcock,8,,,
pr_brkna,Bruce Knapp,8,,,
pr_brle,Brad Lewis,8,,,
pr_brta,Brigham Taylor,8,,,
pr_buma,Burny Mattinson,8,,,
pr_casi,Casey Silver,8,,,
pr_chab,Cheryl Abood,8,,,
pr_chch,Christopher Chase,8,,,
pr_chmachjo,"Charles Martin ""Chuck"" Jones",8,,,
pr_chmi,Charles Mintz,8,,,
pr_chro,Chrisie Rosenthal,8,,,
pr_chva,Christine Vachon,8,,,
pr_chwi,Chuck Williams,8,,,
pr_clgo,Clint Goldman,8,,,
pr_clsp,Clark Spencer,8,,,
pr_daca,David Campbell,8,,,
pr_daka,Darla K. Anderson,8,,,
pr_daklo,David K. Lovegren,8,,,
pr_dali,Dan Lin,8,,,
pr_dama,David Maisel,8,,,
pr_dani,David Nicksay,8,,,
pr_daok,Dave Okey,8,,,
pr_daro,Dan Rounds,8,,,
pr_decr,Debbie Cramb,8,,,
pr_dedn,Denise Di Novi,8,,,
pr_demc,Des McAnuff,8,,,
pr_dere,Denise Ream,8,,,
pr_doha,Don Hahn,8,,,
pr_doku,Donald Kushner,8,,,
pr_domc,Dorothy McKim,8,,,
pr_dower,Donald W. Ernst,8,,,
pr_ernhe,Eric N. Heffron,8,,,
pr_frbeteav,"Frederick Bean ""Tex"" Avery",8,,,
pr_frma,Frank Marshall,8,,,
pr_gasu,Galyn Susman,8,,,
pr_geame,George A. Mendoza,8,,,
pr_gelu,George Lucas,8,,,
pr_gese,George Seaton,8,,,
pr_gewi,George Winkler,8,,,
pr_gigu,Gino Guzzardo,8,,,
pr_grwa,Graham Walters,8,,,
pr_hepl,Helene Plotkin,8,,,
pr_hoas,Howard Ashman,8,,,
pr_hoka,Howard Kazanjian,8,,,
pr_hpqu,Jean-Pierre Quenet,8,,,
pr_jagi,Jack Giarraputo,8,,,
pr_jami,Jamie Mitchell,8,,,
pr_jasp,Jack Spillum,8,,,
pr_jech,Jeffrey Chernov,8,,,
pr_jekm,Jessica Koplos-Miller,8,,,
pr_jela,Jeremy Latcham,8,,,
pr_jemo,Jeffrey Moznett,8,,,
pr_jero,Jeannine Roussel,8,,,
pr_jewi,Jess Winfield,8,,,
pr_jiba,Jim Ballantine,8,,,
pr_jica,Jim Capobianco,8,,,
pr_jihe,Jim Henson,8,,,
pr_jiji,Jim Jinkins,8,,,
pr_jimo,Jim Morris,8,,,
pr_jipe,Jim Pentecost,8,,,
pr_joan,Joe Ansolabehere,8,,,
pr_joei,Jonathan Eirich,8,,,
pr_jofa,Jon Favreau,8,,,
pr_joha,Joe Hale,8,,,
pr_johu,John Hughes,8,,,
pr_jola,John Lasseter,8,,,
pr_jomu,John Musker,8,,,
pr_jori,Jonas Rivera,8,,,
pr_jowa,John Walker,8,,,
pr_kaduro,Karen Dufilho-Rosen,8,,,
pr_kaga,Kathleen Gavin,8,,,
pr_kake,Kathleen Kennedy,8,,,
pr_kalo,Kara Lord,8,,,
pr_kamc,Kari McKeen,8,,,
pr_karj,Karen Robert Jackson,8,,,
pr_kasa,Katherine Sarafian,8,,,
pr_kefe,Kevin Feige,8,,,
pr_keli,Kevin Lima,8,,,
pr_kere,Kevin Reher,8,,,
pr_klha,Klay Hall,8,,,
pr_kora,Kori Rae,8,,,
pr_krbu,Kristin Burr,8,,,
pr_krre,Kristina Reed,8,,,
pr_legr,Lew Grade,8,,,
pr_leho,Leslie Hough,8,,,
pr_lico,Lindsey Collins,8,,,
pr_list,Lisa Stewart,8,,,
pr_lodes,Louis D'Esposito,8,,,
pr_male,Maude Lewis,8,,,
pr_mama,Maia Mattise,8,,,
pr_mani,Mark Nielsen,8,,,
pr_maoca,Matthew O'Callaghan,8,,,
pr_mapi,Margot Pipkin,8,,,
pr_mast,Martin Starger,8,,,
pr_mate,Matthew Teevan,8,,,
pr_math,Mary Thorne,8,,,
pr_mawi,Makul Wigert,8,,,
pr_megr,Melanie Grisanti,8,,,
pr_migp,Mindy Goldberg,8,,,
pr_mime,Michael Mendel,8,,,
pr_mipr,Michelle Pappalardo-Robinson,8,,,
pr_nipg,Nicole Paradis Grindle,8,,,
pr_ossh,Osnat Shurer,8,,,
pr_paco,Pam Coats,8,,,
pr_page,Paul Germain,8,,,
pr_pebi,Peter Billingsley,8,,,
pr_pedv,Peter Del Vecho,8,,,
pr_peho,Peggy Holmes,8,,,
pr_peto,Pete Townshend,8,,,
pr_phba,Phil Balisciano,8,,,
pr_rafu,Randy Fullmer,8,,,
pr_ragu,Ralph Guggenheim,8,,,
pr_rime,Ricardo Mestres,8,,,
pr_rocl,Ron Clements,8,,,
pr_roco,Roy Conli,8,,,
pr_roedi,Roy E. Disney,8,,,
pr_rofa,Ross Fanger,8,,,
pr_roga,Roberts Gannaway,8,,,
pr_romi,Ron Miller,8,,,
pr_rowa,Robert Watts,8,,,
pr_rybu,Ryan Burns,8,,,
pr_shst,Sherri Stringfellow,8,,,
pr_stle,Stan Lee,8,,,
pr_stsp,Steven Spielberg,8,,,
pr_stst,Steve Starkey,8,,,
pr_stsw,Stephen Swofford,8,,,
pr_tast,Tad Stones,8,,,
pr_teza,Ted Zachary,8,,,
pr_thlwi,Thomas L. Wilhite,8,,,
pr_thsch,Thomas Schumacher,8,,,
pr_tibu,Tim Burton,8,,,
pr_tocr,Tony Craig,8,,,
pr_tosu,Toshio Suzuki,8,,,
pr_vial,Victoria Alonso,8,,,
pr_wadi,Walt Disney,8,,,
pr_wihi,Winston Hibler,8,,,
pr_wire,William Reeves,8,,,
pr_wivi,Will Vinton,8,,,
pr_wore,Wolfgang Reitherman,8,,,
pr_zamo,Zac Moncrief,8,,,
wr_aaka,Aaron Kandell,7,,,
wr_aami,A.A. Milne,7,,,
wr_admo,Adrian Molina,7,,,
wr_adna,Adam Nagata,7,,,
wr_albu,Alan Burnett,7,,,
wr_alju,Alexa Junge,7,,,
wr_alki,Alicia Kirk,7,,,
wr_alma,Alex Mann,7,,,
wr_alrope,Alex Ross Perry,7,,,
wr_alrr,Alonso Ramirez Ramos,7,,,
wr_alsch,Allison Schroeder,7,,,
wr_alwi,Al Wilson,7,,,
wr_anga,Andy Gaskill,7,,,
wr_anle,Anthony Leondis,7,,,
wr_anma,Angus MacLane,7,,,
wr_anst,Andrew Stanton (Writer),7,,,
wr_arma,Art Marcum,7,,,
wr_arst,Art Stevens (Writer),7,,,
wr_asbr,Ash Brannon,7,,,
wr_auba,Aurelius Battaglia,7,,,
wr_aure,Aurion Redson,7,,,
wr_bajo,Barry Johnson,7,,,
wr_bequ,Ben Queen,7,,,
wr_bimo,Bill Motz,7,,,
wr_bipe,Bill Peet,7,,,
wr_bist,Bill Steinkellner,7,,,
wr_biwa,Bill Walsh,7,,,
wr_boga,Bobs Gannaway (Writer),7,,,
wr_bong,Bosco Ng,7,,,
wr_bope,Bob Peterson,7,,,
wr_bosh,Bob Shaw,7,,,
wr_botzu,Bob Tzudiker,7,,,
wr_brbi,Brad Bird (Writer),7,,,
wr_brch,Brenda Chapmen (Writer),7,,,
wr_brfe,Brian Fee (Writer),7,,,
wr_brho,Brian Hohlfeld,7,,,
wr_brjo,Broose Johnson,7,,,
wr_brle,Brad Lewis (Writer),7,,,
wr_brmo,Bruce Morris,7,,,
wr_brpi,Brian Pimental (Writer),7,,,
wr_brwo,Bruce woodside,7,,,
wr_buma,Burny Mattinson,7,,,
wr_bysi,Byron Simpson,7,,,
wr_cabi,Carl Binder,7,,,
wr_caco,Carlo Collodi,7,,,
wr_cacr,Carter Crocker,7,,,
wr_cafa,Carl Fallberg,7,,,
wr_caho,Carole Holliday,7,,,
wr_capa,Cap Palmer,7,,,
wr_cath,Caroline Thompson,7,,,
wr_chba,Chris Bailey,7,,,
wr_chbu,Chris Buck,7,,,
wr_chco,Chuck Couch,7,,,
wr_chcr,Chad Fiveash,7,,,
wr_chma,Chris Matheson,7,,,
wr_chmachjo,"Charles Martin ""Chuck"" Jones",7,,,
wr_chsa,Chris Sanders,7,,,
wr_chst,Cheri Steinkellner,7,,,
wr_chwi,Chris Williams,7,,,
wr_crge,Craig Gerber,7,,,
wr_daba,Darrick Bachman,7,,,
wr_dafo,Dan Fogelman,7,,,
wr_dage,Dan Gerson,7,,,
wr_daho,David Hoselton,7,,,
wr_daji,Daan Jippes,7,,,
wr_dajo,David Jonas,7,,,
wr_dale,Darren Lemke,7,,,
wr_damev,David M. Evans,7,,,
wr_dami,David Michener,7,,,
wr_dare,David Reynolds,7,,,
wr_daro,Darrell Rooney,7,,,
wr_dasc,Dan Scanlon,7,,,
wr_daso,David Soren,7,,,
wr_dass,David S. Smith,7,,,
wr_dast,David I. Stern,7,,,
wr_dawa,Dave Wasson,7,,,
wr_deco,Del Connell,7,,,
wr_dihu,Dick Huemer,7,,,
wr_dike,Dick Kelsey,7,,,
wr_diki,Dick Kinney,7,,,
wr_diri,Dick Rickard,7,,,
wr_dise,Dick Sebast,7,,,
wr_dish,Dick Shaw,7,,,
wr_dobl,Dorothy Ann Blank,7,,,
wr_doda,Don DaGradi,7,,,
wr_dodo,Don Dougherty,7,,,
wr_doha,Don Hall,7,,,
wr_domc,Donald McEnery,7,,,
wr_duma,Duncan Marjoribanks,7,,,
wr_eahu,Earl Hurd,7,,,
wr_eakr,Earl Kress,7,,,
wr_edde,Ed Decter,7,,,
wr_edgo,Ed Gombert,7,,,
wr_edgu,Eddie Guzelian,7,,,
wr_elan,Elizabeth Anderson,7,,,
wr_elde,Eldon Dedini,7,,,
wr_eldha,Elise D'Haene,7,,,
wr_elpl,Elmer Plummer,7,,,
wr_erbe,Eric Benson,7,,,
wr_ercl,Eric Cleworth,7,,,
wr_ergr,Erwin Graham,7,,,
wr_ergu,Eric Gurney,7,,,
wr_erpe,Erdman Penner,7,,,
wr_erte,Ernest Terrazas,7,,,
wr_eubosi,Eugenia Bostwick-Singer,7,,,
wr_evsp,Evan Spiliotopoulos,7,,,
wr_eypo,Eyal Podell,7,,,
wr_flno,Floyd Norman,7,,,
wr_frbeteav,"Frederick Bean ""Tex"" Avery",7,,,
wr_frgl,Francis Glebas,7,,,
wr_frlu,Fred Lucky,7,,,
wr_frth,Frank Thomas  (Writer),7,,,
wr_gatr,Gary Trousdale,7,,,
wr_gelu,George Lucas ,7,,,
wr_glke,Glen Keane,7,,,
wr_grbr,Greg Brooker,7,,,
wr_grer,Greg Erb,7,,,
wr_guri,Guy Ritchie,7,,,
wr_haan,Hans Christian Andersen,7,,,
wr_haos,Hawk Ostby,7,,,
wr_hare,Harold Reeves,7,,,
wr_hobr,Homer Brightmen,7,,,
wr_irme,Irene Mecchi,7,,,
wr_jabo,James Bordrero,7,,,
wr_jabu,Jared Bush,7,,,
wr_jafu,James Fujii,7,,,
wr_jagu,James Gunn,7,,,
wr_jaka,Jason Katz,7,,,
wr_jama,James Mangold,7,,,
wr_jamo,Jake Monaco,7,,,
wr_jaor,Jason Oremland,7,,,
wr_japast,James Patrick Stoteraux,7,,,
wr_japi,Jan Pinkava,7,,,
wr_jeho,Jeffrey M. Howard,7,,,
wr_jeju,Jerry Juhl,7,,,
wr_jele,Jennifer Lee,7,,,
wr_jema,Jesse Marsh,7,,,
wr_jepi,Jeff Pidgeon,7,,,
wr_jepr,Jeffrey Price,7,,,
wr_jesn,Jeff Snow,7,,,
wr_jewi,Jess Winfield,7,,,
wr_jica,Jim Capobianco,7,,,
wr_jico,Jim Cox ,7,,,
wr_jicu,Jill Culton,7,,,
wr_jiji,Jim Jimkins,7,,,
wr_jimi,Jim Mitchell,7,,,
wr_jipe,Jim Peronto,7,,,
wr_jire,Jim Reardon,7,,,
wr_jjab,J.J. Abrams,7,,,
wr_jmba,J.M. Barrie,7,,,
wr_joan,Joe Ansolabehere,7,,,
wr_joau,John August,7,,,
wr_jobe,Jon A. Bernstein,7,,,
wr_joco,Josh Cooley,7,,,
wr_jocoba,Jon Colton Barry,7,,,
wr_jofu,John Fusco,7,,,
wr_jogr,Jonathan Greenberg,7,,,
wr_joha,Joe Hale,7,,,
wr_johu,John Hughes,7,,,
wr_jojst,John J. Strauss,7,,,
wr_joka,John Kahrs,7,,,
wr_jokan,Jordan Kandell,7,,,
wr_jokl,Jorgen Klubien,7,,,
wr_jola,John Lasseter,7,,,
wr_joma,Joe Mateo,7,,,
wr_jomu,John Musker (Writer),7,,,
wr_jono,John Norton,7,,,
wr_jopu,John Puglisi,7,,,
wr_jora,Joe Ranft,7,,,
wr_jori,Joe Rinaldi,7,,,
wr_joro,Jordan Roberts,7,,,
wr_josa,Joseph Sabo,7,,,
wr_jost,Jonathan E. Stewart,7,,,
wr_jotr,Josie Trinidad,7,,,
wr_jowa,John Walbridge,7,,,
wr_jowh,Joss Whedon,7,,,
wr_jufa,Jun Falkenstein,7,,,
wr_jusv,Julius Svendsen,7,,,
wr_jyma,Jymn Magon,7,,,
wr_kage,Karl Geurs,7,,,
wr_kaka,Kaan Kalyon,7,,,
wr_kaki,Karey Kirkpatrick,7,,,
wr_kako,Kate Kondell,7,,,
wr_kean,Ken Anderson,7,,,
wr_keas,Kelly Asbury,7,,,
wr_kede,Kevin Deters,7,,,
wr_keha,Kevin Harkey,7,,,
wr_keli,Kevin Lima,7,,,
wr_kema,Kelsey Mann,7,,,
wr_kesc,Ken Scarborough,7,,,
wr_kewi,Kelly Wightman,7,,,
wr_kiha,Kirk Hanson,7,,,
wr_kimu,Kiel Murray,7,,,
wr_kiwi,Kirk Wise,7,,,
wr_klha,Klay Hall (Writer),7,,,
wr_lacl,Larry Clemons,7,,,
wr_laka,Lawrence Kasdan,7,,,
wr_lale,Larry Leker,7,,,
wr_lamo,Larry Morey,7,,,
wr_lano,Lance Nolley,7,,,
wr_lejo,Leon Joosen,7,,,
wr_leun,Lee Unkrich,7,,,
wr_liwo,Linda Woolverton,7,,,
wr_loca,Lorne Cameron,7,,,
wr_loco,Lorna Cook,7,,,
wr_maal,Matthew Aldrich,7,,,
wr_maand,Mark Andrews,7,,,
wr_maas,Matt Aselton,7,,,
wr_maco,Mark McCorkle,7,,,
wr_madi,Mark Dindal,7,,,
wr_mafe,Mark Fergus,7,,,
wr_magi,Mark Gibson,7,,,
wr_magr,Matt Groening,7,,,
wr_maho,Matt Holloway,7,,,
wr_mahy,Martin Hynes,7,,,
wr_maja,Matthew Janszen,7,,,
wr_maka,Mark Kausler,7,,,
wr_make,Mark Kennedy,7,,,
wr_malo,Matt Lopez,7,,,
wr_maoca,Matthew O'Callaghan,7,,,
wr_maol,Martin Olson,7,,,
wr_mape,Mark Perez,7,,,
wr_mara,Maurice Rapf,7,,,
wr_mastjo,Mark Steven Johnson,7,,,
wr_mefa,Meg LeFauve,7,,,
wr_mema,Merrill De Maris,7,,,
wr_mesh,Melvin Shaw,7,,,
wr_miba,Milt Banta,7,,,
wr_mice,Michael Cedeno,7,,,
wr_midi,Michael Diederich,7,,,
wr_mido,Michael McDowell,7,,,
wr_miga,Mike Gabriel,7,,,
wr_migi,Michael Giacchino,7,,,
wr_mila,Michael LaBash,7,,,
wr_miri,Mike Rich,7,,,
wr_misp,Michelle Spritz,7,,,
wr_nagr,Nathan Greno,7,,,
wr_nipe,Nicole Perlman,7,,,
wr_nowh,Noni White,7,,,
wr_oten,Otto Englander,7,,,
wr_page,Paul Germain,7,,,
wr_pari,Pamela Ribon,7,,,
wr_paru,Paul Rudish,7,,,
wr_pave,Patrick A. Ventura,7,,,
wr_pedo,Pete Docter,7,,,
wr_peho,Peggy Holmes (Writer),7,,,
wr_pepe,Perce Pearce,7,,,
wr_peso,Peter Sohn,7,,,
wr_pess,Peter S. Seaman,7,,,
wr_peyo,Peter Young,7,,,
wr_phha,Philip Halprin,7,,,
wr_phjo,Phil Johnston,7,,,
wr_phka,Philip Kaufman,7,,,
wr_phla,Philip LaZebnik,7,,,
wr_phlo,Phil Lorin,7,,,
wr_raca,Randy Cartwright,7,,,
wr_raeg,Ralph Eggleston,7,,,
wr_rajo,Rashida Jones,7,,,
wr_rasi,Raymond Singer,7,,,
wr_rawr,Ralph Wright,7,,,
wr_razo,Ralph Zondag,7,,,
wr_rere,Rebecca Rees,7,,,
wr_ricr,Richard Creedon,7,,,
wr_rihs,Rita Hsiao,7,,,
wr_rihu,Richard Huemer,7,,,
wr_rima,Rick Maki,7,,,
wr_rimo,Rich Moore,7,,,
wr_riri,Richard Rich,7,,,
wr_roal,Roger Allers,7,,,
wr_roan,Ron Anderson,7,,,
wr_roba,Robert L. Baird,7,,,
wr_roca,Ronnie del Carmen,7,,,
wr_rocl,Ron Clements (Writer),7,,,
wr_roda,Roald Dahl,7,,,
wr_rodsaso,Robert D. San Souci,7,,,
wr_roed,Rob Edwards,7,,,
wr_rofr,Ron J. Friedman,7,,,
wr_roga,Roberts Gannaway,7,,,
wr_rogi,Robert Gibbs,7,,,
wr_role,Robert Lence,7,,,
wr_romo,Roy Morita,7,,,
wr_rosch,Robert Schooley,7,,,
wr_rosi,Robert Siegel,7,,,
wr_rowi,Roy Williams,7,,,
wr_ryro,Ryan Rowe,7,,,
wr_sale,Sam Levine,7,,,
wr_scgo,Scott Gorden,7,,,
wr_shmo,Shane Morris,7,,,
wr_sile,Sinclair Lewis,7,,,
wr_stan,Stephen Anderson,7,,,
wr_stbe,Steve Bencich,7,,,
wr_stbl,Steven Bloom,7,,,
wr_stfo,Stephany Folsom,7,,,
wr_sthu,Steve Hulett,7,,,
wr_stlo,Steve Loter (Writer),7,,,
wr_stpu,Steve Purcell,7,,,
wr_stwe,Stevie Wermers-Skelton,7,,,
wr_sugr,Susannah Grant,7,,,
wr_suni,Sue Nicholas,7,,,
wr_syho,Sylvia Holland,7,,,
wr_tamu,Tab Murphy,7,,,
wr_tast,Tad Stones,7,,,
wr_tebe,Ted Berman,7,,,
wr_teel,Ted Elliott,7,,,
wr_tehu,Ted Hughes,7,,,
wr_tema,Temple Mathews,7,,,
wr_tene,Teddy Newton,7,,,
wr_tero,Terry Rossio,7,,,
wr_tese,Ted Sears,7,,,
wr_thee,T. Hee,7,,,
wr_then,Thom Enriquez,7,,,
wr_thha,Thomas Hart,7,,,
wr_thmdi,Thomas M. Disch,7,,,
wr_tibu,Tim Burton,7,,,
wr_tidi,Tim Disney,7,,,
wr_tihe,Tim Herlihy,7,,,
wr_toca,Tom McCarthy,7,,,
wr_tocr,Tony Craig,7,,,
wr_toel,Tom Ellery,7,,,
wr_togo,Tom McGowan,7,,,
wr_toku,Todd Kurosawa,7,,,
wr_tona,Tom Nance,7,,,
wr_toor,Tom Oreb,7,,,
wr_toro,Tom Rogers,7,,,
wr_torow,Tom Rowe,7,,,
wr_tosi,Tom Sito,7,,,
wr_trsh,Trudy Ship,7,,,
wr_ubiw,Ub Iwerks,7,,,
wr_vage,Vance Gerry,7,,,
wr_vapo,Valerie LaPointe,7,,,
wr_vest,Vernon Stallings,7,,,
wr_vist,Victoria Strouse,7,,,
wr_wadi,Walt Disney,7,,,
wr_webe,Wesley Bender,7,,,
wr_wesm,Webb Smith,7,,,
wr_wico,William Cottrell,7,,,
wr_wifi,Will Finn,7,,,
wr_wihi,Winston Hibler,7,,,
wr_wijo,William Joyce,7,,,
wr_wowo,Woody Woodman,7,,,
wr_xaat,Xavier Atencio,7,,,
wr_zape,Zak Penn,7,,,